IO OPT target,Weight OPT target,Weight Tech,IO Dyn Read (mJ),IO Dyn Write (mJ),IO Static (mJ),Weight Dyn Read (mJ),Weight Static (mJ),Total Energy per Inference (mJ),Overall Carbon Emission (gCO2)
WriteLatency,ReadDynamicEnergy,SRAM-Best,2409.4914727679998,235.59444993600002,9.263239103361023,12.472804607999999,6.675806915900161,2673.4977733312608,2768.4614442489838
WriteLatency,ReadEDP,HZO3,2409.4914727679998,235.59444993600002,9.263239103361023,88.293824448,0.02924625313901568,2742.6722325084997,2797.2049654260472
WriteLatency,ReadEDP,HZO5,2409.4914727679998,235.59444993600002,9.263239103361023,88.293824448,0.02924625313901568,2742.6722325084997,2797.3317764260473
WriteLatency,ReadEDP,SRAM-Best,2409.4914727679998,235.59444993600002,9.263239103361023,12.918716927999998,6.8563715612255995,2674.124250296586,2772.0901577061363
WriteLatency,ReadLatency,HZO3,2409.4914727679998,235.59444993600002,9.263239103361023,114.76827590399999,0.05568847284219264,2769.173126184203,2825.839822058233
WriteLatency,ReadLatency,HZO5,2409.4914727679998,235.59444993600002,9.263239103361023,114.76827590399999,0.05568847284219264,2769.173126184203,2825.966680058233
WriteLatency,ReadLatency,SRAM-Best,2409.4914727679998,235.59444993600002,9.263239103361023,492.003728448,3.1951355002398723,3149.5480257556005,3244.050680652286
WriteLatency,WriteDynamicEnergy,HZO3,2409.4914727679998,235.59444993600002,9.263239103361023,56.946188352,50.29535603598682,2761.5907061953476,2831.041273102877
WriteLatency,WriteDynamicEnergy,HZO5,2409.4914727679998,235.59444993600002,9.263239103361023,56.946188352,50.29535603598682,2761.5907061953476,2831.041273102877
WriteLatency,WriteDynamicEnergy,SRAM-Best,2409.4914727679998,235.59444993600002,9.263239103361023,48.266823552000005,5.719954722803905,2708.3359400821646,2804.9929869257357
WriteLatency,WriteEDP,HZO3,2409.4914727679998,235.59444993600002,9.263239103361023,49.072650816,11.37887994258893,2714.8006925659497,2774.2251835109114
WriteLatency,WriteEDP,HZO5,2409.4914727679998,235.59444993600002,9.263239103361023,49.072650816,11.37887994258893,2714.8006925659497,2774.3520065109115
WriteLatency,WriteEDP,SRAM-Best,2409.4914727679998,235.59444993600002,9.263239103361023,38.07772704,6.042108295444416,2698.468997142805,2798.155831145955
WriteLatency,WriteLatency,HZO3,2409.4914727679998,235.59444993600002,9.263239103361023,162.238827456,0.2254920741421778,2816.8134813375027,2878.4248763889764
WriteLatency,WriteLatency,HZO5,2409.4914727679998,235.59444993600002,9.263239103361023,162.238827456,0.2254920741421778,2816.8134813375027,2878.551717388976
WriteLatency,WriteLatency,SRAM-Best,2409.4914727679998,235.59444993600002,9.263239103361023,492.003728448,3.1951355002398723,3149.5480257556005,3244.050680652286
