M,N,K,shape_class,dtype,latency_us_wallclock,latency_us_device,program_us,host_us,cycles_compute,status
5718,3,1,r1,bf16,135.0500,1.2880,1.2971,133.7529,6099,ok
61,4987,5,r2,bf16,137.6400,1.8829,1.8882,135.7518,17276,ok
3959,25,1369,r5,bf16,137.2800,3.0223,3.0271,134.2529,47750,ok
2,2,38,r0,bf16,136.9200,1.0727,1.0797,135.8403,383,ok
4513,6143,476,r7,bf16,173.6700,45.4765,45.4825,128.1875,939839,ok
316,3,1453,r4,bf16,136.0900,1.4673,1.4726,134.6175,8375,ok
1055,4,263,r4,bf16,137.3200,1.2387,1.2445,136.0756,4310,ok
3,3310,540,r6,bf16,137.3500,1.6839,1.6893,135.6607,50049,ok
4948,5592,1549,r7,bf16,259.2600,123.4730,123.4779,135.7821,3048759,ok
592,308,8,r0,bf16,137.0800,1.6686,1.6737,135.4063,2921,ok
277,4352,808,r6,bf16,142.2600,6.0410,6.0463,136.2137,156841,ok
3201,28,166,r5,bf16,136.2200,1.5263,1.5318,134.6882,7165,ok
55,2853,115,r2,bf16,136.8900,1.5783,1.5843,135.3057,10050,ok
2166,3802,429,r7,bf16,148.5500,16.9405,16.9456,131.6044,305759,ok
942,5,13,r0,bf16,136.0800,1.1713,1.1769,134.9032,1323,ok
2952,24,4398,r5,bf16,139.3100,10.0544,10.0590,129.2511,116689,ok
7,2676,8,r2,bf16,135.3200,1.1783,1.1834,134.1366,8168,ok
2,21,5,r0,bf16,141.2000,1.0814,1.0873,140.1127,383,ok
2849,212,3588,r5,bf16,145.6300,10.4322,10.4376,135.1924,187397,ok
3318,2,532,r5,bf16,137.8800,1.9533,1.9589,135.9211,18499,ok
749,73,7,r0,bf16,135.4200,1.3643,1.3697,134.0503,1130,ok
70,1963,220,r6,bf16,141.0900,1.6010,1.6065,139.4835,14463,ok
39,1,442,r4,bf16,137.4300,1.7707,1.7780,135.6519,1683,ok
5742,5773,5319,r7,bf16,618.7700,479.2012,479.2069,139.5631,11831567,ok
5347,6092,5,r3,bf16,174.0400,45.4691,45.4749,128.5651,274991,ok
5093,2759,3,r3,bf16,151.9800,21.5179,21.5230,130.4570,120449,ok
12,4580,1,r2,bf16,138.0100,1.3116,1.3210,136.6890,14183,ok
179,2,2472,r4,bf16,135.5200,1.4162,1.4216,134.0984,11219,ok
331,4392,6,r2,bf16,134.1900,4.0652,4.0709,130.1192,24954,ok
82,959,12,r0,bf16,138.1300,1.3785,1.3842,136.7459,3711,ok
5880,236,1,r1,bf16,133.8300,3.9286,3.9361,129.8939,12523,ok
3241,19,1549,r5,bf16,137.8600,2.8943,2.8995,134.9605,47098,ok
2428,6,1303,r5,bf16,136.0400,2.4386,2.4439,133.5961,30909,ok
2332,6083,4351,r7,bf16,311.5100,174.4493,174.4543,137.0557,4429247,ok
3509,164,3,r1,bf16,137.6800,2.3352,2.3411,135.3389,7781,ok
19,16,404,r4,bf16,133.8700,1.1779,1.1839,132.6861,1603,ok
2182,4895,280,r7,bf16,149.9900,21.3891,21.3936,128.5964,299987,ok
50,2,151,r4,bf16,136.8200,1.1216,1.1274,135.6927,863,ok
3,2358,348,r6,bf16,135.7700,1.4035,1.4090,134.3611,21944,ok
3418,5776,12,r3,bf16,159.7900,29.5513,29.5565,130.2335,174799,ok
2100,325,44,r1,bf16,137.7100,2.6565,2.6618,135.0482,7445,ok
3699,2068,124,r3,bf16,149.6400,13.4640,13.4692,136.1708,69376,ok
9,37,3,r0,bf16,130.9500,1.1420,1.1472,129.8028,390,ok
1,1,2581,r4,bf16,137.1600,1.2579,1.2678,135.8922,8042,ok
3710,1072,94,r1,bf16,145.9300,8.7710,8.7761,137.1539,36827,ok
2,4425,722,r6,bf16,139.8200,2.4230,2.4288,137.3912,80639,ok
2,307,70,r0,bf16,138.6300,1.1211,1.1267,137.5032,1151,ok
8,3405,7,r2,bf16,135.4200,1.1916,1.1968,134.2232,10529,ok
4817,4522,1025,r7,bf16,213.7600,81.3462,81.3513,132.4087,1684475,ok
3082,820,1072,r5,bf16,150.2900,13.2634,13.2689,137.0211,218231,ok
2344,2989,1720,r7,bf16,173.5500,38.8705,38.8760,134.6740,915935,ok
638,48,167,r4,bf16,138.3600,1.2805,1.2861,137.0740,2039,ok
4,2319,2118,r6,bf16,139.8600,4.0555,4.0612,135.7988,124677,ok
1971,9,328,r5,bf16,138.7800,1.4976,1.5028,137.2772,7058,ok
7,5642,3096,r6,bf16,141.5400,8.3011,8.3059,133.2341,437624,ok
1073,60,7,r0,bf16,133.6700,1.3666,1.3723,132.2977,1454,ok
1,2571,40,r2,bf16,144.1100,1.9631,1.9735,142.1366,8042,ok
2991,131,2445,r5,bf16,138.9700,4.9162,4.9216,134.0484,134919,ok
2617,1,2,r1,bf16,142.4100,1.8125,1.8217,140.5883,2998,ok
6041,4700,880,r7,bf16,214.3300,80.2840,80.2892,134.0408,1663556,ok
2324,5189,1661,r7,bf16,196.5100,62.5664,62.5717,133.9383,1442297,ok
347,2,134,r4,bf16,139.1000,1.1055,1.1111,137.9889,1457,ok
1,2263,1,r2,bf16,138.5300,1.0782,1.6516,136.8784,6893,ok
12,5923,89,r2,bf16,136.4000,1.3880,1.3932,135.0068,18517,ok
100,5,5,r0,bf16,137.6300,1.1733,1.1793,136.4506,481,ok
3436,3138,1092,r7,bf16,188.4800,50.9172,50.9221,137.5579,859049,ok
22,3923,49,r2,bf16,141.7000,1.3686,1.3739,140.3261,12523,ok
169,2500,5876,r6,bf16,148.7800,13.0762,13.0820,135.6981,506919,ok
693,116,934,r4,bf16,148.6500,2.0433,2.0496,146.6005,8599,ok
5243,5281,4574,r7,bf16,476.1900,333.6724,333.6780,142.5120,8504999,ok
17,2305,14,r2,bf16,141.2700,1.3345,1.3398,139.9302,7580,ok
5783,2971,138,r7,bf16,164.4600,26.5305,26.5355,137.9245,295919,ok
1959,2033,267,r7,bf16,144.6200,9.6934,9.6986,134.9214,112367,ok
399,673,2,r0,bf16,139.4700,1.8286,1.8346,137.6354,4685,ok
6,4865,2521,r6,bf16,146.5600,8.8660,8.8712,137.6888,302639,ok
6,4401,4101,r6,bf16,147.7500,9.3334,9.3393,138.4107,448139,ok
2725,2123,5434,r7,bf16,230.3999,96.4849,96.4898,133.9102,2271216,ok
159,3840,7,r2,bf16,145.8600,2.4061,2.4119,143.4482,16229,ok
4963,1328,1318,r5,bf16,168.2900,30.4098,30.4150,137.8750,646744,ok
356,1,568,r4,bf16,135.5300,2.2381,2.2465,133.2835,3689,ok
4615,3539,2,r3,bf16,164.3900,24.9228,24.9283,139.4617,139915,ok
783,101,10,r0,bf16,138.9700,1.4109,1.4160,137.5540,1164,ok
5188,3090,66,r3,bf16,159.9000,24.5845,24.5901,135.3099,139249,ok
1,35,2,r0,bf16,132.5600,1.5938,1.5991,130.9609,382,ok
2588,4678,531,r7,bf16,161.3100,32.1965,32.2018,129.1082,549449,ok
3112,9,12,r1,bf16,136.6900,1.2974,1.3032,135.3868,3493,ok
2969,158,766,r5,bf16,144.3800,3.3960,3.4015,140.9785,40211,ok
2305,3135,2402,r7,bf16,189.1700,53.0580,53.0640,136.1061,1276324,ok
14,4,12,r0,bf16,137.5900,1.0729,1.0778,136.5122,395,ok
590,12,2,r0,bf16,138.6500,1.2372,1.2434,137.4066,971,ok
1,2792,48,r2,bf16,145.1800,2.0535,2.0631,143.1169,8425,ok
19,2297,676,r6,bf16,144.3001,1.9940,1.9999,142.3002,43307,ok
4921,1637,9,r1,bf16,148.6300,13.5731,13.5780,135.0520,68938,ok
1179,6134,2,r2,bf16,148.8600,12.6748,12.6800,136.1799,74927,ok
4,3015,6,r2,bf16,138.6700,1.1443,1.1491,137.5210,9263,ok
1,25,2,r0,bf16,141.9300,1.5832,1.5883,140.3418,382,ok
11,5,32,r0,bf16,137.2200,1.1464,1.1514,136.0686,392,ok
3501,1382,103,r1,bf16,148.3600,10.7208,10.7259,137.6341,42712,ok
91,2,1138,r4,bf16,137.8800,1.2308,1.2363,136.6437,4256,ok
5874,5493,143,r7,bf16,179.4100,45.7179,45.7229,133.6870,538015,ok
5206,3426,2755,r7,bf16,276.6200,137.2110,137.2159,139.4041,3319271,ok
4840,11,9,r1,bf16,138.4600,1.3451,1.3504,137.1095,5221,ok
467,2108,8,r2,bf16,146.3300,3.2132,3.2191,143.1109,14432,ok
2204,2,2,r1,bf16,139.6700,1.1861,1.1920,138.4780,2585,ok
74,47,5,r0,bf16,135.5500,1.2238,1.2294,134.3206,455,ok
4009,2994,240,r7,bf16,153.4600,20.1114,20.1160,133.3441,210767,ok
2147,5495,4881,r7,bf16,315.4400,176.2165,176.2214,139.2186,4241132,ok
9,20,14,r0,bf16,138.6300,1.1471,1.1521,137.4778,390,ok
4,2445,3,r2,bf16,137.2500,1.1487,1.1548,136.0952,7719,ok
2610,56,35,r1,bf16,141.4500,1.5422,1.5479,139.9021,2991,ok
5249,3421,431,r7,bf16,167.9700,30.6905,30.6960,137.2739,608147,ok
4888,3242,211,r7,bf16,161.1000,25.1625,25.1669,135.9331,274039,ok
3624,1197,606,r5,bf16,149.1500,12.7435,12.7489,136.4010,200299,ok
5142,4537,403,r7,bf16,173.8300,41.8891,41.8946,131.9354,795455,ok
115,3423,35,r2,bf16,146.3900,2.0242,2.0297,144.3603,13418,ok
19,3,4049,r4,bf16,136.0500,1.2754,1.2810,134.7690,12831,ok
2836,2205,107,r3,bf16,148.7300,12.2133,12.2187,136.5113,57923,ok
3397,205,3,r1,bf16,145.9700,2.6059,2.6121,143.3579,7557,ok
4262,2322,15,r3,bf16,150.4200,16.6120,16.6177,133.8023,88235,ok
40,117,60,r0,bf16,137.7300,1.2021,1.2079,136.5221,421,ok
4749,3063,11,r3,bf16,161.1400,22.1980,22.2043,138.9357,123143,ok
2,2777,1,r2,bf16,140.6400,1.8282,1.8360,138.8041,8447,ok
47,58,172,r4,bf16,139.1100,1.2405,1.2462,137.8638,857,ok
14,3324,720,r6,bf16,141.9200,1.9196,1.9247,139.9953,61775,ok
2896,32,21,r1,bf16,140.9500,1.4291,1.4346,139.5153,3277,ok
15,81,2647,r4,bf16,137.6900,1.3706,1.3761,136.3139,8336,ok
4978,2,76,r1,bf16,137.7400,1.2437,1.2496,136.4904,5359,ok
210,1903,1309,r4,bf16,142.4300,3.9777,3.9829,138.4471,97679,ok
3,5689,274,r6,bf16,142.0400,1.8733,1.8789,140.1610,51974,ok
2007,37,4107,r5,bf16,144.7800,4.2406,4.2460,140.5340,78836,ok
2454,1930,126,r3,bf16,148.8700,9.5084,9.5133,139.3567,45375,ok
3959,1052,462,r5,bf16,139.6300,10.2390,10.2443,129.3857,156275,ok
298,2412,104,r2,bf16,139.7200,2.6821,2.6873,137.0326,12919,ok
3667,2616,3,r3,bf16,150.8100,15.7583,15.7642,135.0458,85028,ok
24,3031,150,r6,bf16,139.9900,1.4569,1.4627,138.5273,19487,ok
2251,4057,11,r3,bf16,148.6100,14.8213,14.8264,133.7836,84255,ok
23,2818,361,r6,bf16,139.3100,1.6150,1.6207,137.6893,27944,ok
3872,1,490,r5,bf16,144.9900,5.7156,5.7242,139.2658,17015,ok
4820,4979,369,r7,bf16,178.4200,43.3477,43.3527,135.0673,608633,ok
3830,2079,200,r7,bf16,147.8800,13.9549,13.9605,133.9195,143207,ok
2,8,9,r0,bf16,133.7600,1.0886,1.0938,132.6661,383,ok
4,4800,28,r2,bf16,131.4900,1.2015,1.2072,130.2828,14667,ok
4136,273,12,r1,bf16,142.2900,3.4934,3.4983,138.7917,13553,ok
4546,3,8,r1,bf16,137.4700,1.1707,1.1761,136.2939,4927,ok
163,3,120,r0,bf16,137.1300,1.1611,1.1664,135.9636,544,ok
341,1959,526,r6,bf16,130.2800,3.7812,3.7866,126.4933,57839,ok
3359,5697,1,r3,bf16,154.5800,26.2255,26.2334,128.3466,168344,ok
7,3,13,r0,bf16,131.6100,1.0620,1.0673,130.5427,388,ok
135,3266,3,r2,bf16,136.1400,2.0801,2.0849,134.0551,13441,ok
14,3247,57,r2,bf16,133.3300,1.2917,1.2970,132.0330,10295,ok
468,2428,4,r2,bf16,133.7000,3.3770,3.3821,130.3179,16149,ok
5174,2470,56,r3,bf16,148.3200,19.9802,19.9851,128.3349,111119,ok
4554,3361,72,r3,bf16,156.1900,24.4147,24.4199,131.7701,133271,ok
2023,2470,719,r7,bf16,146.0000,15.2565,15.2623,130.7377,288599,ok
306,587,268,r4,bf16,130.5400,2.0203,2.0253,128.5147,10319,ok
6115,2816,1255,r7,bf16,194.3200,61.4436,61.4487,132.8713,1429339,ok
2789,5,4,r1,bf16,136.9700,1.2355,1.2414,135.7286,3170,ok
3798,94,792,r5,bf16,143.3700,3.4376,3.4432,139.9268,29259,ok
4768,2877,15,r3,bf16,156.3000,21.9659,21.9712,134.3288,118449,ok
5497,5935,1616,r7,bf16,288.6300,155.5294,155.5349,133.0950,3592068,ok
72,1951,91,r2,bf16,138.0600,1.4719,1.4773,136.5827,7263,ok
4562,5129,1879,r7,bf16,262.0200,121.2926,121.2978,140.7222,3040559,ok
328,179,2982,r4,bf16,163.9400,2.9418,2.9473,160.9927,34079,ok
2400,4832,552,r7,bf16,166.2000,30.4945,30.5000,135.7000,528579,ok
4678,23,87,r1,bf16,138.5000,1.5131,1.5184,136.9816,5059,ok
4700,2116,53,r3,bf16,164.4700,16.6331,16.6383,147.8317,86393,ok
5827,3695,401,r7,bf16,167.2501,35.2294,35.2344,132.0156,720243,ok
2559,2665,7,r3,bf16,147.1400,12.2466,12.2522,134.8878,61760,ok
4474,6,38,r1,bf16,136.0100,1.2715,1.2770,134.7330,4855,ok
28,4309,234,r6,bf16,135.7600,1.6802,1.6860,134.0740,27879,ok
133,3072,4061,r6,bf16,140.9600,7.0928,7.0982,133.8617,395519,ok
248,1510,759,r4,bf16,138.6100,2.8402,2.8459,135.7641,45359,ok
4267,1,87,r1,bf16,133.5200,2.5153,2.5244,130.9956,4648,ok
3089,23,34,r1,bf16,134.5700,1.3420,1.3478,133.2222,3470,ok
3424,2,190,r5,bf16,137.2600,1.2876,1.2934,135.9666,7611,ok
5517,3109,143,r7,bf16,160.5100,26.8151,26.8200,133.6900,294949,ok
2907,59,35,r1,bf16,137.4400,1.5973,1.6030,135.8370,3288,ok
3682,5311,5,r3,bf16,164.3100,27.8516,27.8568,136.4532,170687,ok
2825,4311,84,r3,bf16,149.4000,19.5810,19.5871,129.8129,109037,ok
5086,2424,756,r7,bf16,161.7500,30.0237,30.0294,131.7206,623351,ok
4,3108,1,r2,bf16,138.0000,1.2224,1.2330,136.7670,9649,ok
77,169,50,r0,bf16,135.0700,1.2781,1.2838,133.7862,917,ok
56,14,289,r4,bf16,134.5500,1.1613,1.1666,133.3835,1313,ok
5571,3174,6,r3,bf16,155.5200,25.6587,25.6637,129.8563,148824,ok
348,2,2560,r4,bf16,139.9000,1.6771,1.6824,138.2177,14599,ok
1,3991,1136,r6,bf16,139.0300,8.6827,8.6916,130.3384,110303,ok
374,10,10,r0,bf16,136.4700,1.1974,1.2032,135.2668,755,ok
4466,18,148,r5,bf16,137.5700,1.6526,1.6579,135.9121,9695,ok
4690,26,3,r1,bf16,133.6300,1.5005,1.5056,132.1244,5071,ok
207,8,51,r0,bf16,134.2000,1.1543,1.1593,133.0407,588,ok
3513,5936,150,r7,bf16,164.1701,31.6526,31.6577,132.5124,366129,ok
46,909,11,r0,bf16,136.3800,1.3037,1.3090,135.0709,3423,ok
4454,1934,7,r3,bf16,146.6700,14.2361,14.2411,132.4290,77375,ok
55,4228,535,r6,bf16,142.5900,2.7100,2.7161,139.8740,74289,ok
4710,9,5508,r5,bf16,145.6500,9.2856,9.2902,136.3598,224047,ok
4200,3836,2407,r7,bf16,246.6200,112.9210,112.9264,133.6937,2611739,ok
2981,2728,346,r7,bf16,150.3200,17.7790,17.7839,132.5361,221957,ok
1918,1965,55,r2,bf16,141.8700,8.4735,8.4787,133.3913,36799,ok
124,18,1207,r4,bf16,135.6900,1.2793,1.2848,134.4052,5059,ok
5470,12,141,r5,bf16,131.7500,1.5183,1.5238,130.2262,11703,ok
1286,1,1576,r4,bf16,143.3600,5.6491,5.6573,137.7027,21683,ok
2566,1048,2,r1,bf16,144.1200,6.4374,6.4427,137.6772,26531,ok
5434,4824,1216,r7,bf16,231.9200,98.2856,98.2901,133.6299,2210079,ok
121,2343,279,r6,bf16,131.7400,2.4732,2.4785,129.2615,28670,ok
8,1615,1356,r4,bf16,136.0400,1.8556,1.8609,134.1791,55769,ok
5578,732,27,r1,bf16,142.2900,8.8155,8.8215,133.4684,35759,ok
3045,2,3,r1,bf16,135.2700,1.1064,1.1124,134.1576,3426,ok
242,852,237,r4,bf16,137.1800,1.8278,1.8336,135.3464,8735,ok
180,3290,1,r2,bf16,143.6400,2.7084,2.7164,140.9235,14611,ok
2697,2415,1621,r7,bf16,165.6600,36.8448,36.8500,128.8100,760512,ok
2941,2147,851,r7,bf16,156.3600,21.9634,21.9690,134.3910,395436,ok
2521,2021,6,r3,bf16,144.4800,10.7024,10.7080,133.7720,46447,ok
2434,1,30,r1,bf16,141.2600,1.9114,1.9205,139.3395,2815,ok
4352,499,45,r1,bf16,140.9000,5.2730,5.2781,135.6220,18935,ok
1976,3183,25,r3,bf16,143.8900,11.6777,11.6826,132.2073,58949,ok
5147,7,19,r1,bf16,140.7900,1.2490,1.2548,139.5351,5528,ok
2,3294,1672,r6,bf16,142.3000,3.8865,3.8919,138.4081,139775,ok
358,3620,15,r2,bf16,143.6200,3.7436,3.7490,139.8710,21459,ok
3380,2705,4877,r7,bf16,261.9400,124.4968,124.5015,137.4385,3227795,ok
79,1629,1157,r4,bf16,132.5500,2.4654,2.4704,130.0796,59929,ok
38,5476,2102,r6,bf16,152.0501,6.8587,6.8637,145.1864,307019,ok
2275,3648,3,r3,bf16,150.1900,14.1230,14.1289,136.0611,77052,ok
3776,245,954,r5,bf16,143.0101,5.1984,5.2034,137.8067,66527,ok
42,4925,5031,r6,bf16,151.8600,13.4832,13.4879,138.3721,661439,ok
1126,2072,4438,r6,bf16,167.7400,37.5129,37.5178,130.2221,897259,ok
2979,3705,5,r3,bf16,150.5200,18.0024,18.0077,132.5123,97468,ok
729,8,1,r0,bf16,133.7500,1.1575,1.1673,132.5828,1110,ok
3209,180,507,r5,bf16,141.0600,3.1688,3.1745,137.8856,28727,ok
3002,3,2003,r5,bf16,166.6800,4.6738,4.6795,162.0005,54143,ok
