d0,d1,d2,size,log2_size,latency_us
4,128,97,49664,15.599913,1.957715
4,128,123,62976,15.942515,1.959013
4,128,244,124928,16.930737,2.185899
4,128,246,125952,16.942515,2.174555
4,128,365,186880,17.511753,2.401350
4,128,382,195584,17.577429,2.436799
4,128,737,377344,18.525521,3.085293
4,128,752,385024,18.554589,2.698504
4,128,849,434688,18.729621,3.278519
4,128,3720,1904640,20.861087,6.422740
4,128,10130,5186560,22.306347,15.564201
4,128,28861,14776832,23.816834,36.916941
4,256,17,17408,14.087463,1.740961
4,256,27,27648,14.754888,1.780337
4,256,39,39936,15.285402,1.875901
4,256,42,43008,15.392317,1.843077
4,256,76,77824,16.247928,1.960793
4,256,95,97280,16.569856,2.065139
4,256,169,173056,17.400879,2.352017
4,256,252,258048,17.977280,2.645947
4,256,362,370688,18.499846,3.061797
4,256,597,611328,19.221587,3.894516
4,256,605,619520,19.240791,3.929618
4,256,916,937984,19.839204,5.085460
4,256,1746,1787904,20.769838,6.933950
4,256,2007,2055168,20.970825,7.762877
4,256,3313,3392512,21.693922,11.121279
4,256,3645,3732480,21.831703,11.776573
4,256,5080,5201920,22.310613,11.375135
4,256,10552,10805248,23.365229,21.205799
4,256,31326,32077824,24.935073,77.010911
4,512,16,32768,15.000000,1.742048
4,512,22,45056,15.459432,1.843975
4,512,58,118784,16.857981,2.151624
4,512,87,178176,17.442943,2.378766
4,512,112,229376,17.807355,2.307761
4,512,230,471040,18.845490,3.451808
4,512,243,497664,18.924813,3.554767
4,512,275,563200,19.103288,3.908647
4,512,348,712704,19.442943,4.299902
4,512,405,829440,19.661778,4.708691
4,512,479,980992,19.903882,5.267735
4,512,1624,3325952,21.665336,9.945776
4,1024,15,61440,15.906891,1.954589
4,1024,18,73728,16.169925,1.959427
4,1024,27,110592,16.754888,2.114204
4,1024,31,126976,16.954196,2.228549
4,1024,51,208896,17.672425,2.545162
4,1024,145,593920,19.179909,3.913016
4,1024,158,647168,19.303781,4.059704
4,1024,183,749568,19.515700,4.409795
4,1024,314,1286144,20.294621,6.379886
4,1024,349,1429504,20.447083,6.850799
4,1024,509,2084864,20.991522,9.245089
4,1024,729,2985984,21.509775,10.071027
4,1024,2151,8810496,23.070792,23.105411
4,1024,9676,39632896,25.240195,94.710160
8,1,11,88,6.459432,1.044757
8,1,12,96,6.584963,1.043841
8,1,17,136,7.087463,1.044270
8,1,18,144,7.169925,1.044363
